user_id,item_list
841,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|userCF_rec;Braveheart (1995)|userCF_rec;Shall We Dance? (1996)|userCF_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;Grand Day Out, A (1992)|userCF_rec"
842,"Schindler's List (1993)|userCF_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Henry V (1989)|userCF_rec;Wrong Trousers, The (1993)|userCF_rec;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|userCF_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Much Ado About Nothing (1993)|userCF_rec;Casablanca (1942)|hotest_rec;Manchurian Candidate, The (1962)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Citizen Kane (1941)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Lawrence of Arabia (1962)|userCF_rec;Close Shave, A (1995)|userCF_rec"
843,"Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Third Man, The (1949)|userCF_rec;North by Northwest (1959)|userCF_rec;Four Rooms (1995)|manual_rec;Close Shave, A (1995)|userCF_rec;Rear Window (1954)|hotest_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Die xue shuang xiong (Killer, The) (1989)|userCF_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Wrong Trousers, The (1993)|userCF_rec;Sunset Blvd. (1950)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Good Will Hunting (1997)|userCF_rec"
844,"Schindler's List (1993)|hotest_rec;Toy Story (1995)|manual_rec;Shawshank Redemption, The (1994)|userCF_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Close Shave, A (1995)|userCF_rec;Casablanca (1942)|hotest_rec;Copycat (1995)|manual_rec;Wrong Trousers, The (1993)|userCF_rec;Boot, Das (1981)|userCF_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Third Man, The (1949)|userCF_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;Good Will Hunting (1997)|userCF_rec"
845,"Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;Toy Story (1995)|manual_rec;Bridge on the River Kwai, The (1957)|userCF_rec;Close Shave, A (1995)|userCF_rec;Godfather, The (1972)|userCF_rec;Schindler's List (1993)|hotest_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Third Man, The (1949)|userCF_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Apt Pupil (1998)|userCF_rec;M (1931)|userCF_rec;As Good As It Gets (1997)|userCF_rec"
846,"Wrong Trousers, The (1993)|userCF_rec;Schindler's List (1993)|hotest_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Close Shave, A (1995)|userCF_rec;Four Rooms (1995)|manual_rec;Casablanca (1942)|hotest_rec;Paradise Lost: The Child Murders at Robin Hood Hills (1996)|userCF_rec;Reservoir Dogs (1992)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Eat Drink Man Woman (1994)|userCF_rec;When We Were Kings (1996)|userCF_rec;Rear Window (1954)|hotest_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Usual Suspects, The (1995)|hotest_rec;Twelve Monkeys (1995)|userCF_rec;Lone Star (1996)|userCF_rec;Star Wars (1977)|hotest_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Farewell My Concubine (1993)|userCF_rec"
847,"Toy Story (1995)|manual_rec;Schindler's List (1993)|hotest_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Rear Window (1954)|hotest_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;Third Man, The (1949)|userCF_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Maltese Falcon, The (1941)|userCF_rec;Great Escape, The (1963)|userCF_rec;Affair to Remember, An (1957)|userCF_rec;Braveheart (1995)|userCF_rec;Close Shave, A (1995)|userCF_rec"
848,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Terminator 2: Judgment Day (1991)|userCF_rec;Schindler's List (1993)|hotest_rec;Close Shave, A (1995)|userCF_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Four Rooms (1995)|manual_rec;Rear Window (1954)|hotest_rec;Get Shorty (1995)|manual_rec;12 Angry Men (1957)|userCF_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Copycat (1995)|manual_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Wrong Trousers, The (1993)|userCF_rec;Henry V (1989)|userCF_rec;Nikita (La Femme Nikita) (1990)|userCF_rec;Braveheart (1995)|userCF_rec;Three Colors: Red (1994)|userCF_rec;Searching for Bobby Fischer (1993)|userCF_rec"
849,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;Kolya (1996)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;L.A. Confidential (1997)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|userCF_rec;Remains of the Day, The (1993)|userCF_rec;Chasing Amy (1997)|userCF_rec;Beautiful Thing (1996)|userCF_rec;Dead Poets Society (1989)|userCF_rec;Boot, Das (1981)|userCF_rec"
850,"Schindler's List (1993)|hotest_rec;Toy Story (1995)|manual_rec;Casablanca (1942)|hotest_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Rear Window (1954)|hotest_rec;Blues Brothers, The (1980)|userCF_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;12 Angry Men (1957)|userCF_rec;Searching for Bobby Fischer (1993)|userCF_rec;Glory (1989)|userCF_rec;Hunt for Red October, The (1990)|userCF_rec;Sting, The (1973)|userCF_rec;Lawrence of Arabia (1962)|userCF_rec;Titanic (1997)|userCF_rec"
851,"One Flew Over the Cuckoo's Nest (1975)|userCF_rec;Schindler's List (1993)|hotest_rec;Some Folks Call It a Sling Blade (1993)|userCF_rec;Casablanca (1942)|hotest_rec;Toy Story (1995)|manual_rec;2001: A Space Odyssey (1968)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;GoldenEye (1995)|manual_rec;Terminator 2: Judgment Day (1991)|userCF_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Terminator, The (1984)|userCF_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Copycat (1995)|manual_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Great Escape, The (1963)|userCF_rec;Short Cuts (1993)|userCF_rec;Wrong Trousers, The (1993)|userCF_rec;12 Angry Men (1957)|userCF_rec"
852,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Rear Window (1954)|userCF_rec;Copycat (1995)|manual_rec;Schindler's List (1993)|hotest_rec;To Kill a Mockingbird (1962)|userCF_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Shall We Dance? (1996)|userCF_rec;Star Wars (1977)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Wrong Trousers, The (1993)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Third Man, The (1949)|userCF_rec;Godfather, The (1972)|hotest_rec;North by Northwest (1959)|userCF_rec"
853,"Schindler's List (1993)|hotest_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|userCF_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Close Shave, A (1995)|userCF_rec;Titanic (1997)|userCF_rec;Wrong Trousers, The (1993)|userCF_rec;Third Man, The (1949)|userCF_rec;North by Northwest (1959)|userCF_rec;Fugitive, The (1993)|userCF_rec;Killing Fields, The (1984)|userCF_rec"
854,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Four Rooms (1995)|manual_rec;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|userCF_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Close Shave, A (1995)|userCF_rec;Henry V (1989)|userCF_rec;Raging Bull (1980)|userCF_rec;Godfather: Part II, The (1974)|userCF_rec;Alien (1979)|userCF_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;Three Colors: Red (1994)|userCF_rec;Boot, Das (1981)|userCF_rec;Good Will Hunting (1997)|userCF_rec"
855,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Schindler's List (1993)|userCF_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Good Will Hunting (1997)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;Wrong Trousers, The (1993)|userCF_rec;Close Shave, A (1995)|userCF_rec;Raiders of the Lost Ark (1981)|userCF_rec;Boot, Das (1981)|userCF_rec"
856,"Toy Story (1995)|manual_rec;Star Wars (1977)|userCF_rec;Schindler's List (1993)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;GoldenEye (1995)|manual_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Lawrence of Arabia (1962)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Raiders of the Lost Ark (1981)|userCF_rec;Braveheart (1995)|userCF_rec;Third Man, The (1949)|userCF_rec;L.A. Confidential (1997)|userCF_rec"
857,"Silence of the Lambs, The (1991)|userCF_rec;Casablanca (1942)|userCF_rec;Star Wars (1977)|userCF_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;It's a Wonderful Life (1946)|userCF_rec;Schindler's List (1993)|hotest_rec;Four Rooms (1995)|manual_rec;Apocalypse Now (1979)|userCF_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Usual Suspects, The (1995)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;North by Northwest (1959)|userCF_rec;Godfather, The (1972)|hotest_rec"
858,"Schindler's List (1993)|hotest_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Casablanca (1942)|hotest_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;Leaving Las Vegas (1995)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Manchurian Candidate, The (1962)|userCF_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;Secrets & Lies (1996)|userCF_rec;Citizen Kane (1941)|userCF_rec;Close Shave, A (1995)|userCF_rec;Vertigo (1958)|userCF_rec"
859,"Schindler's List (1993)|hotest_rec;Toy Story (1995)|manual_rec;Casablanca (1942)|hotest_rec;GoldenEye (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;12 Angry Men (1957)|userCF_rec;Grand Day Out, A (1992)|userCF_rec;Four Rooms (1995)|manual_rec;Shall We Dance? (1996)|userCF_rec;Get Shorty (1995)|manual_rec;Rear Window (1954)|userCF_rec;Wrong Trousers, The (1993)|userCF_rec;Copycat (1995)|manual_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Third Man, The (1949)|userCF_rec;Godfather, The (1972)|hotest_rec;Manchurian Candidate, The (1962)|userCF_rec;Good Will Hunting (1997)|userCF_rec"
860,"Toy Story (1995)|manual_rec;Schindler's List (1993)|userCF_rec;Raiders of the Lost Ark (1981)|userCF_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Amadeus (1984)|userCF_rec;Copycat (1995)|manual_rec;Henry V (1989)|userCF_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Citizen Kane (1941)|userCF_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Wrong Trousers, The (1993)|userCF_rec;Close Shave, A (1995)|userCF_rec;Princess Bride, The (1987)|userCF_rec"
861,"Shawshank Redemption, The (1994)|userCF_rec;Schindler's List (1993)|hotest_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Casablanca (1942)|hotest_rec;Copycat (1995)|manual_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Silence of the Lambs, The (1991)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Godfather, The (1972)|hotest_rec;Braveheart (1995)|userCF_rec;Raiders of the Lost Ark (1981)|userCF_rec;Titanic (1997)|userCF_rec;It's a Wonderful Life (1946)|userCF_rec;Wrong Trousers, The (1993)|userCF_rec"
862,"Schindler's List (1993)|hotest_rec;Toy Story (1995)|manual_rec;Wings of Desire (1987)|userCF_rec;GoldenEye (1995)|manual_rec;Casablanca (1942)|hotest_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Copycat (1995)|manual_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;Citizen Kane (1941)|userCF_rec;Apartment, The (1960)|userCF_rec;To Catch a Thief (1955)|userCF_rec;Shall We Dance? (1996)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Lawrence of Arabia (1962)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;Searching for Bobby Fischer (1993)|userCF_rec;Wrong Trousers, The (1993)|userCF_rec"
863,"Toy Story (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Boot, Das (1981)|userCF_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Wallace & Gromit: The Best of Aardman Animation (1996)|userCF_rec;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|userCF_rec;Third Man, The (1949)|userCF_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Seven (Se7en) (1995)|userCF_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|userCF_rec;Psycho (1960)|userCF_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Bonnie and Clyde (1967)|userCF_rec;Paths of Glory (1957)|userCF_rec;Grand Day Out, A (1992)|userCF_rec"
864,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Titanic (1997)|userCF_rec;Four Rooms (1995)|manual_rec;L.A. Confidential (1997)|userCF_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Antonia's Line (1995)|userCF_rec;Strictly Ballroom (1992)|userCF_rec;Usual Suspects, The (1995)|hotest_rec;Belle de jour (1967)|userCF_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;Some Folks Call It a Sling Blade (1993)|userCF_rec;Maltese Falcon, The (1941)|userCF_rec;Good Will Hunting (1997)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Boot, Das (1981)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Manchurian Candidate, The (1962)|userCF_rec"
865,"Blade Runner (1982)|userCF_rec;Godfather: Part II, The (1974)|userCF_rec;Toy Story (1995)|manual_rec;Usual Suspects, The (1995)|userCF_rec;Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;GoldenEye (1995)|manual_rec;Clockwork Orange, A (1971)|userCF_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Alien (1979)|userCF_rec;Monty Python and the Holy Grail (1974)|userCF_rec;Copycat (1995)|manual_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;12 Angry Men (1957)|userCF_rec;Princess Bride, The (1987)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Delicatessen (1991)|userCF_rec"
866,"12 Angry Men (1957)|userCF_rec;Shall We Dance? (1996)|userCF_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Silence of the Lambs, The (1991)|userCF_rec;Amadeus (1984)|userCF_rec;Schindler's List (1993)|hotest_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Henry V (1989)|userCF_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Mr. Smith Goes to Washington (1939)|userCF_rec;Star Wars (1977)|hotest_rec;African Queen, The (1951)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;As Good As It Gets (1997)|userCF_rec;Godfather, The (1972)|hotest_rec"
867,"Schindler's List (1993)|hotest_rec;Wrong Trousers, The (1993)|userCF_rec;Casablanca (1942)|hotest_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Shawshank Redemption, The (1994)|hotest_rec;Four Rooms (1995)|manual_rec;Rear Window (1954)|hotest_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Usual Suspects, The (1995)|hotest_rec;Boot, Das (1981)|userCF_rec;Star Wars (1977)|hotest_rec;Third Man, The (1949)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;Sunset Blvd. (1950)|userCF_rec;Pather Panchali (1955)|userCF_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Good Will Hunting (1997)|userCF_rec;Close Shave, A (1995)|userCF_rec;Raging Bull (1980)|userCF_rec;Roman Holiday (1953)|userCF_rec"
868,"Lone Star (1996)|userCF_rec;Brazil (1985)|userCF_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Dead Man Walking (1995)|userCF_rec;Schindler's List (1993)|hotest_rec;Four Rooms (1995)|manual_rec;Cold Comfort Farm (1995)|userCF_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Lawrence of Arabia (1962)|userCF_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Psycho (1960)|userCF_rec;Cool Hand Luke (1967)|userCF_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Birds, The (1963)|userCF_rec;Down by Law (1986)|userCF_rec"
869,"Pulp Fiction (1994)|userCF_rec;Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Citizen Kane (1941)|userCF_rec;Rear Window (1954)|userCF_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;Copycat (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Monty Python and the Holy Grail (1974)|userCF_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;Amadeus (1984)|userCF_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Wrong Trousers, The (1993)|userCF_rec;Close Shave, A (1995)|userCF_rec"
870,"Toy Story (1995)|manual_rec;GoldenEye (1995)|manual_rec;Four Rooms (1995)|manual_rec;Princess Bride, The (1987)|userCF_rec;Henry V (1989)|userCF_rec;Get Shorty (1995)|manual_rec;Schindler's List (1993)|hotest_rec;Copycat (1995)|manual_rec;Close Shave, A (1995)|userCF_rec;Die Hard (1988)|userCF_rec;Casablanca (1942)|hotest_rec;Shawshank Redemption, The (1994)|hotest_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;Star Wars (1977)|hotest_rec;To Kill a Mockingbird (1962)|hotest_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Pather Panchali (1955)|userCF_rec;Godfather, The (1972)|hotest_rec;Shall We Dance? (1996)|userCF_rec;Grand Day Out, A (1992)|userCF_rec;Maltese Falcon, The (1941)|userCF_rec;Secrets & Lies (1996)|userCF_rec;Paradise Lost: The Child Murders at Robin Hood Hills (1996)|userCF_rec"
871,"Schindler's List (1993)|hotest_rec;Casablanca (1942)|hotest_rec;Toy Story (1995)|manual_rec;Shawshank Redemption, The (1994)|userCF_rec;Rear Window (1954)|hotest_rec;Usual Suspects, The (1995)|hotest_rec;North by Northwest (1959)|userCF_rec;GoldenEye (1995)|manual_rec;Star Wars (1977)|hotest_rec;Four Rooms (1995)|manual_rec;Get Shorty (1995)|manual_rec;To Kill a Mockingbird (1962)|hotest_rec;Copycat (1995)|manual_rec;One Flew Over the Cuckoo's Nest (1975)|hotest_rec;Silence of the Lambs, The (1991)|hotest_rec;Godfather, The (1972)|hotest_rec;Hoop Dreams (1994)|userCF_rec;Manchurian Candidate, The (1962)|userCF_rec;Citizen Kane (1941)|userCF_rec;Close Shave, A (1995)|userCF_rec;Raging Bull (1980)|userCF_rec"
